name,bike_stands_mean,available_bikes_mean,available_bike_stands_mean,hour,date,Rain
LIME STREET,40.0,33.54545454545455,6.454545454545454,14,03/04/2018,True
MARKET STREET SOUTH,38.0,14.181818181818182,23.818181818181817,14,03/04/2018,True
MATER HOSPITAL,40.0,6.833333333333332,33.166666666666664,14,03/04/2018,True
MERRION SQUARE EAST,30.0,29.181818181818183,0.8181818181818182,14,03/04/2018,True
MERRION SQUARE WEST,20.0,18.416666666666668,1.5833333333333333,14,03/04/2018,True
MOLESWORTH STREET,20.0,18.33333333333333,1.6666666666666667,14,03/04/2018,True
MOUNT BROWN,22.0,1.25,20.75,14,03/04/2018,True
MOUNT STREET LOWER,40.0,26.09090909090909,13.909090909090908,14,03/04/2018,True
MOUNTJOY SQUARE WEST,30.0,9.666666666666666,20.33333333333333,14,03/04/2018,True
NEW CENTRAL BANK,40.0,25.66666666666667,14.333333333333336,14,03/04/2018,True
NEWMAN HOUSE,40.0,20.0,20.0,14,03/04/2018,True
NORTH CIRCULAR ROAD,30.0,2.583333333333333,27.41666666666667,14,03/04/2018,True
OLIVER BOND STREET,30.0,4.75,25.25,14,03/04/2018,True
ORMOND QUAY UPPER,29.0,2.1818181818181817,25.818181818181817,14,03/04/2018,True
PARKGATE STREET,38.0,0.75,37.25,14,03/04/2018,True
PARNELL SQUARE NORTH,20.0,3.3076923076923075,16.692307692307693,14,03/04/2018,True
PARNELL STREET,20.0,2.5,17.5,14,03/04/2018,True
PEARSE STREET,30.0,13.083333333333336,16.916666666666668,14,03/04/2018,True
PORTOBELLO HARBOUR,30.0,20.33333333333333,9.666666666666666,14,03/04/2018,True
PORTOBELLO ROAD,30.0,2.25,27.75,14,03/04/2018,True
PRINCES STREET / O'CONNELL STREET,23.0,9.5,13.5,14,03/04/2018,True
ROTHE ABBEY,35.0,1.4166666666666667,33.583333333333336,14,03/04/2018,True
ROYAL HOSPITAL,40.0,5.153846153846153,34.846153846153854,14,03/04/2018,True
SANDWITH STREET,40.0,0.0,0.0,14,03/04/2018,True
SIR PATRICK DUN'S,40.0,26.16666666666667,13.833333333333336,14,03/04/2018,True
SMITHFIELD,30.0,8.5,21.5,14,03/04/2018,True
SMITHFIELD NORTH,30.0,2.1666666666666665,27.83333333333333,14,03/04/2018,True
SOUTH DOCK ROAD,30.0,27.16666666666667,2.833333333333333,14,03/04/2018,True
ST JAMES HOSPITAL (LUAS),40.0,30.363636363636363,9.636363636363637,14,03/04/2018,True
ST. JAMES HOSPITAL (CENTRAL),40.0,1.0,39.0,14,03/04/2018,True
ST. STEPHEN'S GREEN EAST,40.0,22.615384615384613,17.384615384615387,14,03/04/2018,True
ST. STEPHEN'S GREEN SOUTH,30.0,26.69230769230769,3.3076923076923075,14,03/04/2018,True
STRAND STREET GREAT,35.0,28.08333333333333,6.916666666666668,14,03/04/2018,True
TALBOT STREET,40.0,36.36363636363637,3.636363636363636,14,03/04/2018,True
THE POINT,40.0,26.25,13.75,14,03/04/2018,True
TOWNSEND STREET,20.0,12.0,8.0,14,03/04/2018,True
UPPER SHERRARD STREET,30.0,18.0,12.0,14,03/04/2018,True
WESTERN WAY,40.0,14.0,26.0,14,03/04/2018,True
WILTON TERRACE,20.0,5.666666666666668,14.333333333333336,14,03/04/2018,True
WOLFE TONE STREET,29.0,1.0833333333333333,27.91666666666667,14,03/04/2018,True
YORK STREET EAST,32.0,12.363636363636365,19.63636363636364,14,03/04/2018,True
YORK STREET WEST,40.0,18.33333333333333,21.66666666666667,14,03/04/2018,True
BARROW STREET,40.0,22.08333333333333,17.916666666666668,15,03/04/2018,True
BENSON STREET,40.0,0.0,0.0,15,03/04/2018,True
BLACKHALL PLACE,30.0,8.833333333333334,21.166666666666668,15,03/04/2018,True
BLESSINGTON STREET,20.0,1.1666666666666667,18.83333333333333,15,03/04/2018,True
BOLTON STREET,20.0,0.8461538461538461,19.153846153846157,15,03/04/2018,True
BROOKFIELD ROAD,30.0,0.5,29.5,15,03/04/2018,True
CATHAL BRUGHA STREET,20.0,11.083333333333336,8.916666666666666,15,03/04/2018,True
CHARLEMONT PLACE,40.0,12.75,27.25,15,03/04/2018,True
CHRISTCHURCH PLACE,20.0,2.083333333333333,17.916666666666668,15,03/04/2018,True
CITY QUAY,30.0,21.58333333333333,8.416666666666666,15,03/04/2018,True
CLARENDON ROW,31.0,22.58333333333333,8.416666666666666,15,03/04/2018,True
CLONMEL STREET,33.0,13.833333333333336,19.166666666666668,15,03/04/2018,True
COLLINS BARRACKS MUSEUM,38.0,4.363636363636363,33.63636363636363,15,03/04/2018,True
CONVENTION CENTRE,40.0,28.66666666666667,11.333333333333336,15,03/04/2018,True
CUSTOM HOUSE,30.0,28.91666666666667,1.0833333333333333,15,03/04/2018,True
CUSTOM HOUSE QUAY,30.0,20.08333333333333,9.916666666666666,15,03/04/2018,True
DAME STREET,16.0,6.1818181818181825,9.818181818181818,15,03/04/2018,True
DENMARK STREET GREAT,20.0,0.6363636363636364,19.363636363636363,15,03/04/2018,True
DEVERELL PLACE,30.0,15.5,14.5,15,03/04/2018,True
EARLSFORT TERRACE,30.0,10.0,20.0,15,03/04/2018,True
ECCLES STREET,20.0,4.818181818181818,15.181818181818182,15,03/04/2018,True
ECCLES STREET EAST,27.0,4.363636363636363,22.63636363636364,15,03/04/2018,True
EMMET ROAD,40.0,0.25,39.75,15,03/04/2018,True
EXCHEQUER STREET,24.0,21.416666666666668,2.083333333333333,15,03/04/2018,True
EXCISE WALK,40.0,24.33333333333333,15.666666666666664,15,03/04/2018,True
FENIAN STREET,35.0,30.75,4.25,15,03/04/2018,True
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,15,03/04/2018,True
FITZWILLIAM SQUARE WEST,30.0,21.83333333333333,8.166666666666666,15,03/04/2018,True
FOWNES STREET UPPER,30.0,11.666666666666664,18.33333333333333,15,03/04/2018,True
FRANCIS STREET,30.0,3.8333333333333335,26.16666666666667,15,03/04/2018,True
FREDERICK STREET SOUTH,30.0,28.0,2.0,15,03/04/2018,True
GEORGES LANE,40.0,5.75,34.25,15,03/04/2018,True
GEORGES QUAY,20.0,19.916666666666668,0.08333333333333333,15,03/04/2018,True
GOLDEN LANE,20.0,5.5,14.5,15,03/04/2018,True
GRAND CANAL DOCK,40.0,24.66666666666667,15.333333333333336,15,03/04/2018,True
GRANGEGORMAN LOWER (CENTRAL),40.0,5.0,35.0,15,03/04/2018,True
GRANGEGORMAN LOWER (NORTH),36.0,5.5,30.5,15,03/04/2018,True
GRANGEGORMAN LOWER (SOUTH),40.0,11.0,29.0,15,03/04/2018,True
GRANTHAM STREET,30.0,1.3333333333333333,28.66666666666667,15,03/04/2018,True
GRATTAN STREET,23.0,19.58333333333333,3.4166666666666665,15,03/04/2018,True
GREEK STREET,20.0,1.0,19.0,15,03/04/2018,True
GUILD STREET,40.0,34.583333333333336,5.416666666666668,15,03/04/2018,True
HANOVER QUAY,40.0,17.333333333333332,22.66666666666667,15,03/04/2018,True
HARCOURT TERRACE,20.0,10.0,10.0,15,03/04/2018,True
HARDWICKE PLACE,25.0,8.583333333333334,16.416666666666668,15,03/04/2018,True
HARDWICKE STREET,16.0,0.0,16.0,15,03/04/2018,True
HATCH STREET,36.0,8.583333333333334,27.41666666666667,15,03/04/2018,True
HERBERT PLACE,30.0,5.833333333333332,24.16666666666667,15,03/04/2018,True
HERBERT STREET,40.0,24.58333333333333,15.416666666666664,15,03/04/2018,True
HEUSTON BRIDGE (NORTH),40.0,3.0909090909090913,36.90909090909091,15,03/04/2018,True
HEUSTON BRIDGE (SOUTH),25.0,16.083333333333332,8.666666666666666,15,03/04/2018,True
HEUSTON STATION (CAR PARK),40.0,1.6666666666666667,38.333333333333336,15,03/04/2018,True
HEUSTON STATION (CENTRAL),40.0,4.2727272727272725,35.72727272727273,15,03/04/2018,True
HIGH STREET,29.0,6.833333333333332,22.16666666666667,15,03/04/2018,True
JAMES STREET,40.0,1.9166666666666667,38.083333333333336,15,03/04/2018,True
JERVIS STREET,21.0,2.25,18.75,15,03/04/2018,True
JOHN STREET WEST,31.0,21.33333333333333,9.666666666666666,15,03/04/2018,True
KEVIN STREET,40.0,3.583333333333333,36.41666666666666,15,03/04/2018,True
KILMAINHAM GAOL,40.0,0.5,39.5,15,03/04/2018,True
KILMAINHAM LANE,30.0,0.8333333333333334,29.16666666666667,15,03/04/2018,True
KING STREET NORTH,30.0,1.0,29.0,15,03/04/2018,True
LEINSTER STREET SOUTH,30.0,3.272727272727273,26.72727272727273,15,03/04/2018,True
LIME STREET,40.0,32.0,8.0,15,03/04/2018,True
MARKET STREET SOUTH,38.0,16.0,22.0,15,03/04/2018,True
MATER HOSPITAL,40.0,7.3076923076923075,32.69230769230769,15,03/04/2018,True
MERRION SQUARE EAST,30.0,23.0,7.0,15,03/04/2018,True
MERRION SQUARE WEST,20.0,18.76923076923077,1.2307692307692308,15,03/04/2018,True
MOLESWORTH STREET,20.0,16.2,3.8,15,03/04/2018,True
MOUNT BROWN,22.0,0.4615384615384616,21.538461538461537,15,03/04/2018,True
MOUNT STREET LOWER,40.0,18.75,21.25,15,03/04/2018,True
MOUNTJOY SQUARE WEST,30.0,7.5,22.5,15,03/04/2018,True
NEW CENTRAL BANK,40.0,18.83333333333333,21.166666666666668,15,03/04/2018,True
NEWMAN HOUSE,40.0,14.538461538461537,25.461538461538463,15,03/04/2018,True
NORTH CIRCULAR ROAD,30.0,2.6666666666666665,27.33333333333333,15,03/04/2018,True
OLIVER BOND STREET,30.0,8.416666666666666,21.08333333333333,15,03/04/2018,True
ORMOND QUAY UPPER,29.0,1.75,26.25,15,03/04/2018,True
PARKGATE STREET,38.0,1.4166666666666667,36.583333333333336,15,03/04/2018,True
PARNELL SQUARE NORTH,20.0,1.0,19.0,15,03/04/2018,True
PARNELL STREET,20.0,5.666666666666668,14.333333333333336,15,03/04/2018,True
PEARSE STREET,30.0,10.25,19.75,15,03/04/2018,True
PORTOBELLO HARBOUR,30.0,18.0,12.0,15,03/04/2018,True
PORTOBELLO ROAD,30.0,5.75,24.25,15,03/04/2018,True
PRINCES STREET / O'CONNELL STREET,23.0,16.666666666666668,6.333333333333332,15,03/04/2018,True
ROTHE ABBEY,35.0,2.2857142857142856,32.714285714285715,15,03/04/2018,True
ROYAL HOSPITAL,40.0,6.545454545454546,33.45454545454545,15,03/04/2018,True
SANDWITH STREET,40.0,0.0,0.0,15,03/04/2018,True
SIR PATRICK DUN'S,40.0,17.5,22.5,15,03/04/2018,True
SMITHFIELD,30.0,10.166666666666666,19.83333333333333,15,03/04/2018,True
SMITHFIELD NORTH,30.0,2.4545454545454546,27.54545454545455,15,03/04/2018,True
SOUTH DOCK ROAD,30.0,26.5,3.5,15,03/04/2018,True
ST JAMES HOSPITAL (LUAS),40.0,25.45454545454545,14.272727272727273,15,03/04/2018,True
ST. JAMES HOSPITAL (CENTRAL),40.0,0.6153846153846154,39.384615384615394,15,03/04/2018,True
ST. STEPHEN'S GREEN EAST,40.0,22.72727272727273,17.272727272727273,15,03/04/2018,True
ST. STEPHEN'S GREEN SOUTH,30.0,22.818181818181817,7.1818181818181825,15,03/04/2018,True
STRAND STREET GREAT,35.0,27.08333333333333,7.916666666666668,15,03/04/2018,True
TALBOT STREET,40.0,39.41666666666666,0.5833333333333334,15,03/04/2018,True
THE POINT,40.0,22.63636363636364,17.363636363636363,15,03/04/2018,True
TOWNSEND STREET,20.0,7.916666666666668,12.083333333333336,15,03/04/2018,True
UPPER SHERRARD STREET,30.0,23.5,6.5,15,03/04/2018,True
WESTERN WAY,40.0,13.333333333333336,26.66666666666667,15,03/04/2018,True
WILTON TERRACE,20.0,1.0,19.0,15,03/04/2018,True
WOLFE TONE STREET,29.0,0.4615384615384616,28.538461538461537,15,03/04/2018,True
YORK STREET EAST,32.0,30.91666666666667,1.0833333333333333,15,03/04/2018,True
YORK STREET WEST,40.0,20.0,20.0,15,03/04/2018,True
BARROW STREET,40.0,21.33333333333333,18.666666666666668,16,03/04/2018,True
BENSON STREET,40.0,0.0,0.0,16,03/04/2018,True
BLACKHALL PLACE,30.0,9.0,21.0,16,03/04/2018,True
BLESSINGTON STREET,20.0,3.0,17.0,16,03/04/2018,True
BOLTON STREET,20.0,0.9090909090909092,19.09090909090909,16,03/04/2018,True
BROOKFIELD ROAD,30.0,3.0,27.0,16,03/04/2018,True
CATHAL BRUGHA STREET,20.0,10.454545454545457,9.545454545454543,16,03/04/2018,True
CHARLEMONT PLACE,40.0,15.333333333333336,24.66666666666667,16,03/04/2018,True
CHRISTCHURCH PLACE,20.0,2.1666666666666665,17.833333333333332,16,03/04/2018,True
CITY QUAY,30.0,21.416666666666668,8.583333333333334,16,03/04/2018,True
CLARENDON ROW,31.0,22.83333333333333,8.166666666666666,16,03/04/2018,True
CLONMEL STREET,33.0,2.25,30.75,16,03/04/2018,True
COLLINS BARRACKS MUSEUM,38.0,7.666666666666668,30.33333333333333,16,03/04/2018,True
CONVENTION CENTRE,40.0,18.166666666666668,21.83333333333333,16,03/04/2018,True
CUSTOM HOUSE,30.0,29.83333333333333,0.16666666666666666,16,03/04/2018,True
CUSTOM HOUSE QUAY,30.0,21.08333333333333,8.916666666666666,16,03/04/2018,True
DAME STREET,16.0,5.083333333333333,10.916666666666664,16,03/04/2018,True
DENMARK STREET GREAT,20.0,5.916666666666668,14.083333333333336,16,03/04/2018,True
DEVERELL PLACE,30.0,21.181818181818183,8.818181818181818,16,03/04/2018,True
EARLSFORT TERRACE,30.0,0.0,30.0,16,03/04/2018,True
ECCLES STREET,20.0,10.5,9.5,16,03/04/2018,True
ECCLES STREET EAST,27.0,0.15384615384615385,26.84615384615385,16,03/04/2018,True
EMMET ROAD,40.0,4.076923076923077,35.92307692307692,16,03/04/2018,True
EXCHEQUER STREET,24.0,14.166666666666664,9.833333333333334,16,03/04/2018,True
EXCISE WALK,40.0,28.41666666666667,11.583333333333336,16,03/04/2018,True
FENIAN STREET,35.0,20.33333333333333,14.666666666666664,16,03/04/2018,True
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,16,03/04/2018,True
FITZWILLIAM SQUARE WEST,30.0,7.583333333333332,22.41666666666667,16,03/04/2018,True
FOWNES STREET UPPER,30.0,12.666666666666664,17.333333333333332,16,03/04/2018,True
FRANCIS STREET,30.0,4.416666666666667,25.58333333333333,16,03/04/2018,True
FREDERICK STREET SOUTH,30.0,29.625,0.375,16,03/04/2018,True
GEORGES LANE,40.0,2.9230769230769234,37.07692307692308,16,03/04/2018,True
GEORGES QUAY,20.0,19.83333333333333,0.16666666666666666,16,03/04/2018,True
GOLDEN LANE,20.0,3.9166666666666665,16.083333333333332,16,03/04/2018,True
GRAND CANAL DOCK,40.0,8.5,31.5,16,03/04/2018,True
GRANGEGORMAN LOWER (CENTRAL),40.0,5.0,35.0,16,03/04/2018,True
GRANGEGORMAN LOWER (NORTH),36.0,5.846153846153847,30.153846153846153,16,03/04/2018,True
GRANGEGORMAN LOWER (SOUTH),40.0,9.0,31.0,16,03/04/2018,True
GRANTHAM STREET,30.0,2.0,28.0,16,03/04/2018,True
GRATTAN STREET,23.0,4.769230769230768,18.23076923076923,16,03/04/2018,True
GREEK STREET,20.0,0.6153846153846154,19.384615384615387,16,03/04/2018,True
GUILD STREET,40.0,36.5,3.5,16,03/04/2018,True
HANOVER QUAY,40.0,0.3076923076923077,39.692307692307686,16,03/04/2018,True
HARCOURT TERRACE,20.0,1.6923076923076923,18.30769230769231,16,03/04/2018,True
HARDWICKE PLACE,25.0,0.8461538461538461,24.153846153846153,16,03/04/2018,True
HARDWICKE STREET,16.0,1.0,15.0,16,03/04/2018,True
HATCH STREET,36.0,0.07692307692307693,35.92307692307692,16,03/04/2018,True
HERBERT PLACE,30.0,2.9166666666666665,27.08333333333333,16,03/04/2018,True
HERBERT STREET,40.0,1.0,39.0,16,03/04/2018,True
HEUSTON BRIDGE (NORTH),40.0,19.166666666666668,20.83333333333333,16,03/04/2018,True
HEUSTON BRIDGE (SOUTH),25.0,20.5,3.5,16,03/04/2018,True
HEUSTON STATION (CAR PARK),40.0,5.181818181818182,34.81818181818182,16,03/04/2018,True
HEUSTON STATION (CENTRAL),40.0,29.69230769230769,10.307692307692307,16,03/04/2018,True
HIGH STREET,29.0,18.818181818181817,10.090909090909092,16,03/04/2018,True
JAMES STREET,40.0,7.75,32.25,16,03/04/2018,True
JERVIS STREET,21.0,7.083333333333332,13.916666666666664,16,03/04/2018,True
JOHN STREET WEST,31.0,15.461538461538463,15.538461538461537,16,03/04/2018,True
KEVIN STREET,40.0,6.166666666666668,33.833333333333336,16,03/04/2018,True
KILMAINHAM GAOL,40.0,3.333333333333333,36.66666666666666,16,03/04/2018,True
KILMAINHAM LANE,30.0,3.0,27.0,16,03/04/2018,True
KING STREET NORTH,30.0,5.416666666666668,24.58333333333333,16,03/04/2018,True
LEINSTER STREET SOUTH,30.0,4.416666666666667,25.58333333333333,16,03/04/2018,True
LIME STREET,40.0,24.66666666666667,15.333333333333336,16,03/04/2018,True
MARKET STREET SOUTH,38.0,21.91666666666667,16.083333333333332,16,03/04/2018,True
MATER HOSPITAL,40.0,8.0,32.0,16,03/04/2018,True
MERRION SQUARE EAST,30.0,6.666666666666668,23.33333333333333,16,03/04/2018,True
MERRION SQUARE WEST,20.0,19.09090909090909,0.9090909090909092,16,03/04/2018,True
MOLESWORTH STREET,20.0,16.77777777777778,3.2222222222222223,16,03/04/2018,True
MOUNT BROWN,22.0,1.2727272727272727,20.727272727272727,16,03/04/2018,True
MOUNT STREET LOWER,40.0,3.333333333333333,36.66666666666666,16,03/04/2018,True
MOUNTJOY SQUARE WEST,30.0,10.0,20.0,16,03/04/2018,True
NEW CENTRAL BANK,40.0,2.1666666666666665,37.833333333333336,16,03/04/2018,True
NEWMAN HOUSE,40.0,2.0,38.0,16,03/04/2018,True
NORTH CIRCULAR ROAD,30.0,11.833333333333336,18.166666666666668,16,03/04/2018,True
OLIVER BOND STREET,30.0,15.666666666666664,13.333333333333336,16,03/04/2018,True
ORMOND QUAY UPPER,29.0,2.083333333333333,25.91666666666667,16,03/04/2018,True
PARKGATE STREET,38.0,8.5,29.5,16,03/04/2018,True
PARNELL SQUARE NORTH,20.0,0.4545454545454545,19.545454545454547,16,03/04/2018,True
PARNELL STREET,20.0,7.833333333333332,12.166666666666664,16,03/04/2018,True
PEARSE STREET,30.0,19.666666666666668,10.333333333333334,16,03/04/2018,True
PORTOBELLO HARBOUR,30.0,9.333333333333334,20.666666666666668,16,03/04/2018,True
PORTOBELLO ROAD,30.0,12.166666666666664,17.833333333333332,16,03/04/2018,True
PRINCES STREET / O'CONNELL STREET,23.0,22.33333333333333,0.16666666666666666,16,03/04/2018,True
ROTHE ABBEY,35.0,7.0,28.0,16,03/04/2018,True
ROYAL HOSPITAL,40.0,6.0,34.0,16,03/04/2018,True
SANDWITH STREET,40.0,0.0,0.0,16,03/04/2018,True
SIR PATRICK DUN'S,40.0,1.75,38.25,16,03/04/2018,True
SMITHFIELD,30.0,4.083333333333333,25.91666666666667,16,03/04/2018,True
SMITHFIELD NORTH,30.0,8.75,21.25,16,03/04/2018,True
SOUTH DOCK ROAD,30.0,16.083333333333332,13.916666666666664,16,03/04/2018,True
ST JAMES HOSPITAL (LUAS),40.0,22.25,16.75,16,03/04/2018,True
ST. JAMES HOSPITAL (CENTRAL),40.0,0.0,40.0,16,03/04/2018,True
ST. STEPHEN'S GREEN EAST,40.0,11.666666666666664,28.33333333333333,16,03/04/2018,True
ST. STEPHEN'S GREEN SOUTH,30.0,9.333333333333334,20.666666666666668,16,03/04/2018,True
STRAND STREET GREAT,35.0,31.07692307692308,3.9230769230769234,16,03/04/2018,True
TALBOT STREET,40.0,38.25,1.75,16,03/04/2018,True
THE POINT,40.0,16.916666666666668,23.08333333333333,16,03/04/2018,True
TOWNSEND STREET,20.0,15.25,4.75,16,03/04/2018,True
UPPER SHERRARD STREET,30.0,22.25,7.75,16,03/04/2018,True
WESTERN WAY,40.0,15.75,24.25,16,03/04/2018,True
WILTON TERRACE,20.0,0.3333333333333333,19.666666666666668,16,03/04/2018,True
WOLFE TONE STREET,29.0,1.6666666666666667,27.33333333333333,16,03/04/2018,True
YORK STREET EAST,32.0,28.33333333333333,3.6666666666666665,16,03/04/2018,True
YORK STREET WEST,40.0,22.08333333333333,17.916666666666668,16,03/04/2018,True
BARROW STREET,40.0,8.416666666666666,31.58333333333333,17,03/04/2018,True
BENSON STREET,40.0,0.0,0.0,17,03/04/2018,True
BLACKHALL PLACE,30.0,12.25,17.75,17,03/04/2018,True
BLESSINGTON STREET,20.0,4.5,15.5,17,03/04/2018,True
BOLTON STREET,20.0,6.333333333333332,13.666666666666664,17,03/04/2018,True
BROOKFIELD ROAD,30.0,7.5,22.5,17,03/04/2018,True
CATHAL BRUGHA STREET,20.0,11.0,9.0,17,03/04/2018,True
CHARLEMONT PLACE,40.0,18.25,21.75,17,03/04/2018,True
CHRISTCHURCH PLACE,20.0,3.727272727272727,16.272727272727273,17,03/04/2018,True
CITY QUAY,30.0,17.416666666666668,12.583333333333336,17,03/04/2018,True
CLARENDON ROW,31.0,20.166666666666668,10.833333333333336,17,03/04/2018,True
CLONMEL STREET,33.0,0.07692307692307693,32.92307692307692,17,03/04/2018,True
COLLINS BARRACKS MUSEUM,38.0,12.916666666666664,25.08333333333333,17,03/04/2018,True
CONVENTION CENTRE,40.0,0.08333333333333333,39.91666666666666,17,03/04/2018,True
CUSTOM HOUSE,30.0,26.66666666666667,3.333333333333333,17,03/04/2018,True
CUSTOM HOUSE QUAY,30.0,8.583333333333334,21.416666666666668,17,03/04/2018,True
DAME STREET,16.0,4.916666666666667,11.083333333333336,17,03/04/2018,True
DENMARK STREET GREAT,20.0,10.461538461538463,9.538461538461537,17,03/04/2018,True
DEVERELL PLACE,30.0,22.615384615384613,7.384615384615384,17,03/04/2018,True
EARLSFORT TERRACE,30.0,0.15384615384615385,29.84615384615385,17,03/04/2018,True
ECCLES STREET,20.0,17.307692307692307,2.6923076923076925,17,03/04/2018,True
ECCLES STREET EAST,27.0,0.8333333333333334,26.16666666666667,17,03/04/2018,True
EMMET ROAD,40.0,15.454545454545455,24.54545454545455,17,03/04/2018,True
EXCHEQUER STREET,24.0,9.083333333333334,14.916666666666664,17,03/04/2018,True
EXCISE WALK,40.0,31.58333333333333,8.416666666666666,17,03/04/2018,True
FENIAN STREET,35.0,7.9230769230769225,27.07692307692308,17,03/04/2018,True
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,17,03/04/2018,True
FITZWILLIAM SQUARE WEST,30.0,0.6153846153846154,29.384615384615387,17,03/04/2018,True
FOWNES STREET UPPER,30.0,14.25,15.75,17,03/04/2018,True
FRANCIS STREET,30.0,3.0,27.0,17,03/04/2018,True
FREDERICK STREET SOUTH,30.0,27.16666666666667,2.833333333333333,17,03/04/2018,True
GEORGES LANE,40.0,3.9090909090909087,36.09090909090909,17,03/04/2018,True
GEORGES QUAY,20.0,16.384615384615387,3.615384615384616,17,03/04/2018,True
GOLDEN LANE,20.0,1.5,18.5,17,03/04/2018,True
GRAND CANAL DOCK,40.0,0.4166666666666667,39.5,17,03/04/2018,True
GRANGEGORMAN LOWER (CENTRAL),40.0,5.0,35.0,17,03/04/2018,True
GRANGEGORMAN LOWER (NORTH),36.0,5.909090909090909,30.09090909090909,17,03/04/2018,True
GRANGEGORMAN LOWER (SOUTH),40.0,7.0,33.0,17,03/04/2018,True
GRANTHAM STREET,30.0,6.636363636363638,23.363636363636363,17,03/04/2018,True
GRATTAN STREET,23.0,0.08333333333333333,22.91666666666667,17,03/04/2018,True
GREEK STREET,20.0,0.6363636363636364,19.363636363636363,17,03/04/2018,True
GUILD STREET,40.0,23.91666666666667,16.083333333333332,17,03/04/2018,True
HANOVER QUAY,40.0,0.4545454545454545,39.54545454545455,17,03/04/2018,True
HARCOURT TERRACE,20.0,0.4166666666666667,19.58333333333333,17,03/04/2018,True
HARDWICKE PLACE,25.0,3.0,22.0,17,03/04/2018,True
HARDWICKE STREET,16.0,1.3333333333333333,14.666666666666664,17,03/04/2018,True
HATCH STREET,36.0,0.0,36.0,17,03/04/2018,True
HERBERT PLACE,30.0,3.6666666666666665,26.33333333333333,17,03/04/2018,True
HERBERT STREET,40.0,0.08333333333333333,39.91666666666666,17,03/04/2018,True
HEUSTON BRIDGE (NORTH),40.0,37.0,3.0,17,03/04/2018,True
HEUSTON BRIDGE (SOUTH),25.0,19.25,4.75,17,03/04/2018,True
HEUSTON STATION (CAR PARK),40.0,10.384615384615383,29.615384615384613,17,03/04/2018,True
HEUSTON STATION (CENTRAL),40.0,39.27272727272727,0.7272727272727273,17,03/04/2018,True
HIGH STREET,29.0,16.75,11.916666666666664,17,03/04/2018,True
JAMES STREET,40.0,16.25,23.75,17,03/04/2018,True
JERVIS STREET,21.0,14.666666666666664,6.333333333333332,17,03/04/2018,True
