name,bike_stands_mean,available_bikes_mean,available_bike_stands_mean,hour,date,Rain
MARKET STREET SOUTH,38.0,21.83333333333333,16.166666666666668,17,06/04/2018,False
MATER HOSPITAL,40.0,10.090909090909092,29.90909090909091,17,06/04/2018,False
MERRION SQUARE EAST,30.0,0.0,30.0,17,06/04/2018,False
MERRION SQUARE WEST,20.0,4.416666666666667,15.583333333333336,17,06/04/2018,False
MOLESWORTH STREET,20.0,0.5833333333333334,19.416666666666668,17,06/04/2018,False
MOUNT BROWN,22.0,6.833333333333332,15.166666666666664,17,06/04/2018,False
MOUNT STREET LOWER,40.0,7.75,32.25,17,06/04/2018,False
MOUNTJOY SQUARE WEST,30.0,28.0,1.0,17,06/04/2018,False
NEW CENTRAL BANK,40.0,5.230769230769232,33.769230769230774,17,06/04/2018,False
NEWMAN HOUSE,40.0,0.5454545454545454,39.45454545454545,17,06/04/2018,False
NORTH CIRCULAR ROAD,30.0,29.5,0.5,17,06/04/2018,False
OLIVER BOND STREET,30.0,10.636363636363637,19.363636363636363,17,06/04/2018,False
ORMOND QUAY UPPER,29.0,22.75,6.25,17,06/04/2018,False
PARKGATE STREET,38.0,21.76923076923077,16.23076923076923,17,06/04/2018,False
PARNELL SQUARE NORTH,20.0,9.818181818181818,10.181818181818182,17,06/04/2018,False
PARNELL STREET,20.0,18.916666666666668,1.0833333333333333,17,06/04/2018,False
PEARSE STREET,30.0,5.5,24.5,17,06/04/2018,False
PORTOBELLO HARBOUR,30.0,16.692307692307693,13.307692307692307,17,06/04/2018,False
PORTOBELLO ROAD,30.0,7.583333333333332,22.41666666666667,17,06/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,23.0,0.0,17,06/04/2018,False
ROTHE ABBEY,35.0,7.769230769230768,27.23076923076923,17,06/04/2018,False
ROYAL HOSPITAL,40.0,21.91666666666667,16.083333333333332,17,06/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,17,06/04/2018,False
SIR PATRICK DUN'S,40.0,1.1666666666666667,38.833333333333336,17,06/04/2018,False
SMITHFIELD,30.0,17.666666666666668,12.333333333333336,17,06/04/2018,False
SMITHFIELD NORTH,30.0,14.0,16.0,17,06/04/2018,False
SOUTH DOCK ROAD,30.0,15.916666666666664,14.083333333333336,17,06/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,15.833333333333336,23.83333333333333,17,06/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,15.384615384615385,24.615384615384613,17,06/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,0.75,39.25,17,06/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,0.5454545454545454,29.45454545454545,17,06/04/2018,False
STRAND STREET GREAT,35.0,27.58333333333333,7.416666666666668,17,06/04/2018,False
TALBOT STREET,40.0,39.5,0.5,17,06/04/2018,False
THE POINT,40.0,24.5,15.5,17,06/04/2018,False
TOWNSEND STREET,20.0,17.076923076923073,2.9230769230769234,17,06/04/2018,False
UPPER SHERRARD STREET,30.0,16.083333333333332,13.916666666666664,17,06/04/2018,False
WESTERN WAY,40.0,13.833333333333336,26.16666666666667,17,06/04/2018,False
WILTON TERRACE,20.0,1.0,19.0,17,06/04/2018,False
WOLFE TONE STREET,29.0,28.25,0.75,17,06/04/2018,False
YORK STREET EAST,32.0,2.4166666666666665,29.58333333333333,17,06/04/2018,False
YORK STREET WEST,40.0,8.5,31.5,17,06/04/2018,False
BARROW STREET,40.0,2.9166666666666665,37.083333333333336,18,06/04/2018,False
BENSON STREET,40.0,0.0,0.0,18,06/04/2018,False
BLACKHALL PLACE,30.0,5.230769230769232,24.76923076923077,18,06/04/2018,False
BLESSINGTON STREET,20.0,0.6923076923076923,19.30769230769231,18,06/04/2018,False
BOLTON STREET,20.0,3.7692307692307687,16.23076923076923,18,06/04/2018,False
BROOKFIELD ROAD,30.0,21.5,8.5,18,06/04/2018,False
CATHAL BRUGHA STREET,20.0,19.75,0.25,18,06/04/2018,False
CHARLEMONT PLACE,40.0,6.666666666666668,33.333333333333336,18,06/04/2018,False
CHRISTCHURCH PLACE,20.0,12.916666666666664,7.083333333333332,18,06/04/2018,False
CITY QUAY,30.0,0.6666666666666666,29.33333333333333,18,06/04/2018,False
CLARENDON ROW,31.0,26.181818181818183,4.818181818181818,18,06/04/2018,False
CLONMEL STREET,33.0,0.25,32.75,18,06/04/2018,False
COLLINS BARRACKS MUSEUM,38.0,21.58333333333333,16.416666666666668,18,06/04/2018,False
CONVENTION CENTRE,40.0,3.8461538461538463,36.153846153846146,18,06/04/2018,False
CUSTOM HOUSE,30.0,28.76923076923077,1.2307692307692308,18,06/04/2018,False
CUSTOM HOUSE QUAY,30.0,24.45454545454545,5.545454545454546,18,06/04/2018,False
DAME STREET,16.0,15.166666666666664,0.8333333333333334,18,06/04/2018,False
DENMARK STREET GREAT,20.0,17.0,3.0,18,06/04/2018,False
DEVERELL PLACE,30.0,30.0,0.0,18,06/04/2018,False
EARLSFORT TERRACE,30.0,0.0,30.0,18,06/04/2018,False
ECCLES STREET,20.0,13.416666666666664,5.583333333333332,18,06/04/2018,False
ECCLES STREET EAST,27.0,0.08333333333333333,26.91666666666667,18,06/04/2018,False
EMMET ROAD,40.0,18.69230769230769,21.30769230769231,18,06/04/2018,False
EXCHEQUER STREET,24.0,21.08333333333333,2.9166666666666665,18,06/04/2018,False
EXCISE WALK,40.0,22.272727272727273,17.727272727272727,18,06/04/2018,False
FENIAN STREET,35.0,1.0769230769230769,33.92307692307692,18,06/04/2018,False
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,18,06/04/2018,False
FITZWILLIAM SQUARE WEST,30.0,0.25,29.75,18,06/04/2018,False
FOWNES STREET UPPER,30.0,24.33333333333333,4.75,18,06/04/2018,False
FRANCIS STREET,30.0,20.69230769230769,8.307692307692307,18,06/04/2018,False
FREDERICK STREET SOUTH,30.0,8.636363636363637,21.363636363636363,18,06/04/2018,False
GEORGES LANE,40.0,3.25,36.75,18,06/04/2018,False
GEORGES QUAY,20.0,15.75,4.25,18,06/04/2018,False
GOLDEN LANE,20.0,0.16666666666666666,19.83333333333333,18,06/04/2018,False
GRAND CANAL DOCK,40.0,0.5,39.5,18,06/04/2018,False
GRANGEGORMAN LOWER (CENTRAL),40.0,0.0,40.0,18,06/04/2018,False
GRANGEGORMAN LOWER (NORTH),36.0,0.16666666666666666,35.833333333333336,18,06/04/2018,False
GRANGEGORMAN LOWER (SOUTH),40.0,0.0,40.0,18,06/04/2018,False
GRANTHAM STREET,30.0,19.181818181818183,10.818181818181818,18,06/04/2018,False
GRATTAN STREET,23.0,0.0,23.0,18,06/04/2018,False
GREEK STREET,20.0,8.454545454545455,11.363636363636365,18,06/04/2018,False
GUILD STREET,40.0,15.692307692307693,24.30769230769231,18,06/04/2018,False
HANOVER QUAY,40.0,0.5454545454545454,39.45454545454545,18,06/04/2018,False
HARCOURT TERRACE,20.0,0.5454545454545454,19.454545454545453,18,06/04/2018,False
HARDWICKE PLACE,25.0,9.0,16.0,18,06/04/2018,False
HARDWICKE STREET,16.0,2.083333333333333,13.916666666666664,18,06/04/2018,False
HATCH STREET,36.0,0.09090909090909093,35.90909090909091,18,06/04/2018,False
HERBERT PLACE,30.0,1.8333333333333333,28.16666666666667,18,06/04/2018,False
HERBERT STREET,40.0,1.2,38.8,18,06/04/2018,False
HEUSTON BRIDGE (NORTH),40.0,34.27272727272727,5.727272727272728,18,06/04/2018,False
HEUSTON BRIDGE (SOUTH),25.0,9.75,15.25,18,06/04/2018,False
HEUSTON STATION (CAR PARK),40.0,5.0,35.0,18,06/04/2018,False
HEUSTON STATION (CENTRAL),40.0,23.0,17.0,18,06/04/2018,False
HIGH STREET,29.0,19.33333333333333,9.666666666666666,18,06/04/2018,False
JAMES STREET,40.0,29.83333333333333,10.166666666666666,18,06/04/2018,False
JERVIS STREET,21.0,20.33333333333333,0.6666666666666666,18,06/04/2018,False
JOHN STREET WEST,31.0,8.0,23.0,18,06/04/2018,False
KEVIN STREET,40.0,9.083333333333334,30.5,18,06/04/2018,False
KILMAINHAM GAOL,40.0,15.166666666666664,24.83333333333333,18,06/04/2018,False
KILMAINHAM LANE,30.0,11.636363636363635,18.363636363636363,18,06/04/2018,False
KING STREET NORTH,30.0,13.307692307692307,16.692307692307693,18,06/04/2018,False
LEINSTER STREET SOUTH,30.0,14.25,15.75,18,06/04/2018,False
LIME STREET,40.0,0.16666666666666666,39.833333333333336,18,06/04/2018,False
MARKET STREET SOUTH,38.0,23.08333333333333,14.916666666666664,18,06/04/2018,False
MATER HOSPITAL,40.0,17.25,22.75,18,06/04/2018,False
MERRION SQUARE EAST,30.0,2.083333333333333,27.91666666666667,18,06/04/2018,False
MERRION SQUARE WEST,20.0,1.3846153846153846,18.615384615384613,18,06/04/2018,False
MOLESWORTH STREET,20.0,0.07692307692307693,19.923076923076927,18,06/04/2018,False
MOUNT BROWN,22.0,8.916666666666666,13.083333333333336,18,06/04/2018,False
MOUNT STREET LOWER,40.0,8.692307692307693,31.30769230769231,18,06/04/2018,False
MOUNTJOY SQUARE WEST,30.0,24.818181818181817,4.181818181818182,18,06/04/2018,False
NEW CENTRAL BANK,40.0,6.8181818181818175,32.18181818181818,18,06/04/2018,False
NEWMAN HOUSE,40.0,0.16666666666666666,39.833333333333336,18,06/04/2018,False
NORTH CIRCULAR ROAD,30.0,28.33333333333333,1.6666666666666667,18,06/04/2018,False
OLIVER BOND STREET,30.0,20.08333333333333,9.916666666666666,18,06/04/2018,False
ORMOND QUAY UPPER,29.0,27.84615384615385,1.1538461538461535,18,06/04/2018,False
PARKGATE STREET,38.0,23.0,15.0,18,06/04/2018,False
PARNELL SQUARE NORTH,20.0,7.833333333333332,12.166666666666664,18,06/04/2018,False
PARNELL STREET,20.0,17.153846153846153,2.8461538461538463,18,06/04/2018,False
PEARSE STREET,30.0,6.5,23.5,18,06/04/2018,False
PORTOBELLO HARBOUR,30.0,28.75,1.25,18,06/04/2018,False
PORTOBELLO ROAD,30.0,12.083333333333336,17.916666666666668,18,06/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,22.428571428571423,0.5714285714285714,18,06/04/2018,False
ROTHE ABBEY,35.0,7.166666666666668,27.83333333333333,18,06/04/2018,False
ROYAL HOSPITAL,40.0,24.0,14.0,18,06/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,18,06/04/2018,False
SIR PATRICK DUN'S,40.0,0.4166666666666667,39.583333333333336,18,06/04/2018,False
SMITHFIELD,30.0,20.83333333333333,9.166666666666666,18,06/04/2018,False
SMITHFIELD NORTH,30.0,14.166666666666664,15.833333333333336,18,06/04/2018,False
SOUTH DOCK ROAD,30.0,23.33333333333333,6.666666666666668,18,06/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,15.916666666666664,24.08333333333333,18,06/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,25.33333333333333,14.666666666666664,18,06/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,1.3333333333333333,38.66666666666666,18,06/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,0.0,30.0,18,06/04/2018,False
STRAND STREET GREAT,35.0,34.416666666666664,0.5833333333333334,18,06/04/2018,False
TALBOT STREET,40.0,31.25,8.75,18,06/04/2018,False
THE POINT,40.0,32.333333333333336,7.666666666666668,18,06/04/2018,False
TOWNSEND STREET,20.0,15.583333333333336,4.416666666666667,18,06/04/2018,False
UPPER SHERRARD STREET,30.0,23.91666666666667,6.083333333333332,18,06/04/2018,False
WESTERN WAY,40.0,12.615384615384615,27.384615384615387,18,06/04/2018,False
WILTON TERRACE,20.0,4.583333333333333,15.416666666666664,18,06/04/2018,False
WOLFE TONE STREET,29.0,28.142857142857146,0.8571428571428571,18,06/04/2018,False
YORK STREET EAST,32.0,0.08333333333333333,31.91666666666667,18,06/04/2018,False
YORK STREET WEST,40.0,7.384615384615384,32.615384615384606,18,06/04/2018,False
BARROW STREET,40.0,10.166666666666666,29.83333333333333,19,06/04/2018,False
BENSON STREET,40.0,0.0,0.0,19,06/04/2018,False
BLACKHALL PLACE,30.0,2.0,28.0,19,06/04/2018,False
BLESSINGTON STREET,20.0,3.4545454545454546,16.545454545454547,19,06/04/2018,False
BOLTON STREET,20.0,8.0,12.0,19,06/04/2018,False
BROOKFIELD ROAD,30.0,18.90909090909091,11.090909090909092,19,06/04/2018,False
CATHAL BRUGHA STREET,20.0,19.923076923076927,0.07692307692307693,19,06/04/2018,False
CHARLEMONT PLACE,40.0,10.333333333333334,29.66666666666667,19,06/04/2018,False
CHRISTCHURCH PLACE,20.0,16.76923076923077,3.2307692307692313,19,06/04/2018,False
CITY QUAY,30.0,0.16666666666666666,29.83333333333333,19,06/04/2018,False
CLARENDON ROW,31.0,23.5,7.5,19,06/04/2018,False
CLONMEL STREET,33.0,1.0833333333333333,31.91666666666667,19,06/04/2018,False
COLLINS BARRACKS MUSEUM,38.0,21.46153846153846,16.53846153846154,19,06/04/2018,False
CONVENTION CENTRE,40.0,3.2,36.8,19,06/04/2018,False
CUSTOM HOUSE,30.0,29.16666666666667,0.8333333333333334,19,06/04/2018,False
CUSTOM HOUSE QUAY,30.0,15.230769230769232,14.769230769230768,19,06/04/2018,False
DAME STREET,16.0,15.923076923076925,0.07692307692307693,19,06/04/2018,False
DENMARK STREET GREAT,20.0,18.818181818181817,1.181818181818182,19,06/04/2018,False
DEVERELL PLACE,30.0,29.58333333333333,0.4166666666666667,19,06/04/2018,False
EARLSFORT TERRACE,30.0,0.4166666666666667,29.58333333333333,19,06/04/2018,False
ECCLES STREET,20.0,17.46153846153846,1.5384615384615383,19,06/04/2018,False
ECCLES STREET EAST,27.0,0.3636363636363637,26.63636363636364,19,06/04/2018,False
EMMET ROAD,40.0,19.166666666666668,20.83333333333333,19,06/04/2018,False
EXCHEQUER STREET,24.0,22.25,1.75,19,06/04/2018,False
EXCISE WALK,40.0,17.923076923076927,22.07692307692308,19,06/04/2018,False
FENIAN STREET,35.0,1.9166666666666667,33.083333333333336,19,06/04/2018,False
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,19,06/04/2018,False
FITZWILLIAM SQUARE WEST,30.0,0.4166666666666667,29.58333333333333,19,06/04/2018,False
FOWNES STREET UPPER,30.0,28.58333333333333,0.4166666666666667,19,06/04/2018,False
FRANCIS STREET,30.0,24.54545454545455,4.454545454545454,19,06/04/2018,False
FREDERICK STREET SOUTH,30.0,2.3076923076923075,27.69230769230769,19,06/04/2018,False
GEORGES LANE,40.0,2.1538461538461537,37.846153846153854,19,06/04/2018,False
GEORGES QUAY,20.0,12.166666666666664,7.833333333333332,19,06/04/2018,False
GOLDEN LANE,20.0,1.0,19.0,19,06/04/2018,False
GRAND CANAL DOCK,40.0,0.5,39.5,19,06/04/2018,False
GRANGEGORMAN LOWER (CENTRAL),40.0,0.0,40.0,19,06/04/2018,False
GRANGEGORMAN LOWER (NORTH),36.0,1.0,35.0,19,06/04/2018,False
GRANGEGORMAN LOWER (SOUTH),40.0,0.0,40.0,19,06/04/2018,False
GRANTHAM STREET,30.0,24.538461538461537,5.461538461538462,19,06/04/2018,False
GRATTAN STREET,23.0,0.0,23.0,19,06/04/2018,False
GREEK STREET,20.0,6.166666666666668,13.833333333333336,19,06/04/2018,False
GUILD STREET,40.0,18.0,22.0,19,06/04/2018,False
HANOVER QUAY,40.0,1.9166666666666667,38.083333333333336,19,06/04/2018,False
HARCOURT TERRACE,20.0,2.0769230769230766,17.923076923076927,19,06/04/2018,False
HARDWICKE PLACE,25.0,5.25,19.75,19,06/04/2018,False
HARDWICKE STREET,16.0,3.1666666666666665,12.833333333333336,19,06/04/2018,False
HATCH STREET,36.0,2.1666666666666665,33.833333333333336,19,06/04/2018,False
HERBERT PLACE,30.0,0.9166666666666666,29.08333333333333,19,06/04/2018,False
HERBERT STREET,40.0,0.4615384615384616,39.53846153846154,19,06/04/2018,False
HEUSTON BRIDGE (NORTH),40.0,36.846153846153854,3.1538461538461537,19,06/04/2018,False
HEUSTON BRIDGE (SOUTH),25.0,10.0,15.0,19,06/04/2018,False
HEUSTON STATION (CAR PARK),40.0,5.0,35.0,19,06/04/2018,False
HEUSTON STATION (CENTRAL),40.0,23.0,17.0,19,06/04/2018,False
HIGH STREET,29.0,18.5,10.5,19,06/04/2018,False
JAMES STREET,40.0,28.72727272727273,11.272727272727273,19,06/04/2018,False
JERVIS STREET,21.0,18.384615384615387,2.4615384615384617,19,06/04/2018,False
JOHN STREET WEST,31.0,14.666666666666664,16.333333333333332,19,06/04/2018,False
KEVIN STREET,40.0,7.166666666666668,32.166666666666664,19,06/04/2018,False
KILMAINHAM GAOL,40.0,16.666666666666668,22.33333333333333,19,06/04/2018,False
KILMAINHAM LANE,30.0,13.230769230769232,16.76923076923077,19,06/04/2018,False
KING STREET NORTH,30.0,15.545454545454545,14.454545454545455,19,06/04/2018,False
LEINSTER STREET SOUTH,30.0,16.0,14.0,19,06/04/2018,False
LIME STREET,40.0,0.0,40.0,19,06/04/2018,False
MARKET STREET SOUTH,38.0,25.07692307692308,12.923076923076925,19,06/04/2018,False
MATER HOSPITAL,40.0,16.166666666666668,23.83333333333333,19,06/04/2018,False
MERRION SQUARE EAST,30.0,0.5454545454545454,29.45454545454545,19,06/04/2018,False
MERRION SQUARE WEST,20.0,2.6666666666666665,17.333333333333332,19,06/04/2018,False
MOLESWORTH STREET,20.0,3.272727272727273,16.727272727272727,19,06/04/2018,False
MOUNT BROWN,22.0,10.846153846153848,11.153846153846152,19,06/04/2018,False
MOUNT STREET LOWER,40.0,1.25,38.75,19,06/04/2018,False
MOUNTJOY SQUARE WEST,30.0,25.23076923076923,3.7692307692307687,19,06/04/2018,False
NEW CENTRAL BANK,40.0,12.5,26.5,19,06/04/2018,False
NEWMAN HOUSE,40.0,0.15384615384615385,39.846153846153854,19,06/04/2018,False
NORTH CIRCULAR ROAD,30.0,29.69230769230769,0.3076923076923077,19,06/04/2018,False
OLIVER BOND STREET,30.0,21.66666666666667,8.333333333333334,19,06/04/2018,False
ORMOND QUAY UPPER,29.0,28.54545454545455,0.4545454545454545,19,06/04/2018,False
PARKGATE STREET,38.0,26.384615384615387,11.615384615384615,19,06/04/2018,False
PARNELL SQUARE NORTH,20.0,5.769230769230768,14.230769230769232,19,06/04/2018,False
PARNELL STREET,20.0,17.545454545454547,2.4545454545454546,19,06/04/2018,False
PEARSE STREET,30.0,2.769230769230769,27.23076923076923,19,06/04/2018,False
PORTOBELLO HARBOUR,30.0,29.181818181818183,0.8181818181818182,19,06/04/2018,False
PORTOBELLO ROAD,30.0,13.384615384615385,16.615384615384613,19,06/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,22.3,0.7,19,06/04/2018,False
ROTHE ABBEY,35.0,8.363636363636363,26.63636363636364,19,06/04/2018,False
ROYAL HOSPITAL,40.0,23.66666666666667,14.333333333333336,19,06/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,19,06/04/2018,False
SIR PATRICK DUN'S,40.0,0.5,39.5,19,06/04/2018,False
SMITHFIELD,30.0,24.5,5.5,19,06/04/2018,False
SMITHFIELD NORTH,30.0,13.769230769230768,16.23076923076923,19,06/04/2018,False
SOUTH DOCK ROAD,30.0,21.615384615384613,8.384615384615385,19,06/04/2018,False
ST JAMES HOSPITAL (LUAS),40.0,16.333333333333332,23.66666666666667,19,06/04/2018,False
ST. JAMES HOSPITAL (CENTRAL),40.0,25.72727272727273,14.272727272727273,19,06/04/2018,False
ST. STEPHEN'S GREEN EAST,40.0,1.0,39.0,19,06/04/2018,False
ST. STEPHEN'S GREEN SOUTH,30.0,0.2727272727272727,29.72727272727273,19,06/04/2018,False
STRAND STREET GREAT,35.0,33.25,1.75,19,06/04/2018,False
TALBOT STREET,40.0,33.083333333333336,6.916666666666668,19,06/04/2018,False
THE POINT,40.0,38.66666666666666,1.3333333333333333,19,06/04/2018,False
TOWNSEND STREET,20.0,18.666666666666668,1.3333333333333333,19,06/04/2018,False
UPPER SHERRARD STREET,30.0,28.30769230769231,1.6923076923076923,19,06/04/2018,False
WESTERN WAY,40.0,9.916666666666666,30.08333333333333,19,06/04/2018,False
WILTON TERRACE,20.0,5.833333333333332,14.166666666666664,19,06/04/2018,False
WOLFE TONE STREET,29.0,28.818181818181817,0.18181818181818185,19,06/04/2018,False
YORK STREET EAST,32.0,2.25,29.75,19,06/04/2018,False
YORK STREET WEST,40.0,9.583333333333334,30.41666666666667,19,06/04/2018,False
BARROW STREET,40.0,14.833333333333336,25.16666666666667,20,06/04/2018,False
BENSON STREET,40.0,0.0,0.0,20,06/04/2018,False
BLACKHALL PLACE,30.0,9.909090909090908,20.09090909090909,20,06/04/2018,False
BLESSINGTON STREET,20.0,5.384615384615384,14.615384615384615,20,06/04/2018,False
BOLTON STREET,20.0,9.0,11.0,20,06/04/2018,False
BROOKFIELD ROAD,30.0,18.75,11.25,20,06/04/2018,False
CATHAL BRUGHA STREET,20.0,18.727272727272727,1.2727272727272727,20,06/04/2018,False
CHARLEMONT PLACE,40.0,10.0,30.0,20,06/04/2018,False
CHRISTCHURCH PLACE,20.0,19.0,1.0,20,06/04/2018,False
CITY QUAY,30.0,0.16666666666666666,29.83333333333333,20,06/04/2018,False
CLARENDON ROW,31.0,24.91666666666667,6.083333333333332,20,06/04/2018,False
CLONMEL STREET,33.0,1.0,32.0,20,06/04/2018,False
COLLINS BARRACKS MUSEUM,38.0,20.545454545454547,17.454545454545453,20,06/04/2018,False
CONVENTION CENTRE,40.0,2.3846153846153846,37.615384615384606,20,06/04/2018,False
CUSTOM HOUSE,30.0,29.63636363636364,0.3636363636363637,20,06/04/2018,False
CUSTOM HOUSE QUAY,30.0,11.916666666666664,18.0,20,06/04/2018,False
DAME STREET,16.0,15.8,0.2,20,06/04/2018,False
DENMARK STREET GREAT,20.0,16.692307692307693,3.3076923076923075,20,06/04/2018,False
DEVERELL PLACE,30.0,28.58333333333333,1.4166666666666667,20,06/04/2018,False
EARLSFORT TERRACE,30.0,0.3333333333333333,29.66666666666667,20,06/04/2018,False
ECCLES STREET,20.0,17.083333333333332,1.6666666666666667,20,06/04/2018,False
ECCLES STREET EAST,27.0,1.0,26.0,20,06/04/2018,False
EMMET ROAD,40.0,20.363636363636363,19.63636363636364,20,06/04/2018,False
EXCHEQUER STREET,24.0,23.75,0.25,20,06/04/2018,False
EXCISE WALK,40.0,11.545454545454545,28.45454545454545,20,06/04/2018,False
FENIAN STREET,35.0,0.16666666666666666,34.833333333333336,20,06/04/2018,False
FITZWILLIAM SQUARE EAST,40.0,0.0,0.0,20,06/04/2018,False
FITZWILLIAM SQUARE WEST,30.0,0.3076923076923077,29.69230769230769,20,06/04/2018,False
FOWNES STREET UPPER,30.0,28.33333333333333,0.6666666666666666,20,06/04/2018,False
FRANCIS STREET,30.0,25.642857142857146,3.3571428571428568,20,06/04/2018,False
FREDERICK STREET SOUTH,30.0,1.0,29.0,20,06/04/2018,False
GEORGES LANE,40.0,5.636363636363638,34.36363636363637,20,06/04/2018,False
GEORGES QUAY,20.0,11.416666666666664,8.583333333333334,20,06/04/2018,False
GOLDEN LANE,20.0,3.25,16.75,20,06/04/2018,False
GRAND CANAL DOCK,40.0,1.1538461538461535,38.846153846153854,20,06/04/2018,False
GRANGEGORMAN LOWER (CENTRAL),40.0,0.0,40.0,20,06/04/2018,False
GRANGEGORMAN LOWER (NORTH),36.0,4.076923076923077,31.923076923076927,20,06/04/2018,False
GRANGEGORMAN LOWER (SOUTH),40.0,1.1666666666666667,38.833333333333336,20,06/04/2018,False
GRANTHAM STREET,30.0,21.08333333333333,8.5,20,06/04/2018,False
GRATTAN STREET,23.0,0.5,22.5,20,06/04/2018,False
GREEK STREET,20.0,5.5,14.5,20,06/04/2018,False
GUILD STREET,40.0,19.916666666666668,20.08333333333333,20,06/04/2018,False
HANOVER QUAY,40.0,4.538461538461538,35.46153846153846,20,06/04/2018,False
HARCOURT TERRACE,20.0,2.272727272727273,17.727272727272727,20,06/04/2018,False
HARDWICKE PLACE,25.0,2.727272727272727,22.272727272727273,20,06/04/2018,False
HARDWICKE STREET,16.0,5.583333333333332,10.416666666666666,20,06/04/2018,False
HATCH STREET,36.0,0.15384615384615385,35.846153846153854,20,06/04/2018,False
HERBERT PLACE,30.0,0.3333333333333333,29.66666666666667,20,06/04/2018,False
HERBERT STREET,40.0,0.09090909090909093,39.90909090909091,20,06/04/2018,False
HEUSTON BRIDGE (NORTH),40.0,38.72727272727273,1.2727272727272727,20,06/04/2018,False
HEUSTON BRIDGE (SOUTH),25.0,13.083333333333336,11.916666666666664,20,06/04/2018,False
HEUSTON STATION (CAR PARK),40.0,5.0,35.0,20,06/04/2018,False
HEUSTON STATION (CENTRAL),40.0,23.0,17.0,20,06/04/2018,False
HIGH STREET,29.0,16.833333333333332,12.166666666666664,20,06/04/2018,False
JAMES STREET,40.0,27.66666666666667,12.333333333333336,20,06/04/2018,False
JERVIS STREET,21.0,17.545454545454547,2.9090909090909087,20,06/04/2018,False
JOHN STREET WEST,31.0,17.0,14.0,20,06/04/2018,False
KEVIN STREET,40.0,5.571428571428571,34.42857142857143,20,06/04/2018,False
KILMAINHAM GAOL,40.0,19.76923076923077,20.23076923076923,20,06/04/2018,False
KILMAINHAM LANE,30.0,13.0,17.0,20,06/04/2018,False
KING STREET NORTH,30.0,15.615384615384615,14.384615384615385,20,06/04/2018,False
LEINSTER STREET SOUTH,30.0,14.25,15.75,20,06/04/2018,False
LIME STREET,40.0,1.181818181818182,38.81818181818182,20,06/04/2018,False
MARKET STREET SOUTH,38.0,24.08333333333333,13.916666666666664,20,06/04/2018,False
MATER HOSPITAL,40.0,17.76923076923077,22.23076923076923,20,06/04/2018,False
MERRION SQUARE EAST,30.0,4.615384615384615,25.384615384615387,20,06/04/2018,False
MERRION SQUARE WEST,20.0,8.166666666666666,11.833333333333336,20,06/04/2018,False
MOLESWORTH STREET,20.0,4.615384615384615,15.384615384615385,20,06/04/2018,False
MOUNT BROWN,22.0,9.75,12.25,20,06/04/2018,False
MOUNT STREET LOWER,40.0,2.0,38.0,20,06/04/2018,False
MOUNTJOY SQUARE WEST,30.0,13.454545454545455,16.545454545454547,20,06/04/2018,False
NEW CENTRAL BANK,40.0,12.307692307692307,26.69230769230769,20,06/04/2018,False
NEWMAN HOUSE,40.0,1.0,39.0,20,06/04/2018,False
NORTH CIRCULAR ROAD,30.0,17.0,13.0,20,06/04/2018,False
OLIVER BOND STREET,30.0,24.461538461538463,5.538461538461538,20,06/04/2018,False
ORMOND QUAY UPPER,29.0,28.153846153846153,0.8461538461538461,20,06/04/2018,False
PARKGATE STREET,38.0,28.272727272727273,9.727272727272727,20,06/04/2018,False
PARNELL SQUARE NORTH,20.0,7.0,13.0,20,06/04/2018,False
PARNELL STREET,20.0,12.833333333333336,7.166666666666668,20,06/04/2018,False
PEARSE STREET,30.0,3.1818181818181817,26.818181818181817,20,06/04/2018,False
PORTOBELLO HARBOUR,30.0,28.75,1.25,20,06/04/2018,False
PORTOBELLO ROAD,30.0,16.545454545454547,13.454545454545455,20,06/04/2018,False
PRINCES STREET / O'CONNELL STREET,23.0,20.08333333333333,2.9166666666666665,20,06/04/2018,False
ROTHE ABBEY,35.0,10.615384615384617,24.384615384615387,20,06/04/2018,False
ROYAL HOSPITAL,40.0,26.615384615384613,11.923076923076925,20,06/04/2018,False
SANDWITH STREET,40.0,0.0,0.0,20,06/04/2018,False
SIR PATRICK DUN'S,40.0,0.6923076923076923,39.307692307692314,20,06/04/2018,False
SMITHFIELD,30.0,25.5,4.5,20,06/04/2018,False
SMITHFIELD NORTH,30.0,14.583333333333336,15.416666666666664,20,06/04/2018,False
